rank,age_code,gender_code,product_name,audience_percentage,product_package,total_active_users,active_users,sub_genre
49,>44,male,"Dafiti: roupas, sapatos, decor",0.04110653,br.com.dafiti,3005423,123543,E-Commerce (B2C)
49,<25,all,"Dafiti: roupas, sapatos, decor",0.051679458,br.com.dafiti,3005423,155319,E-Commerce (B2C)
49,between 25 and 44,all,"Dafiti: roupas, sapatos, decor",0.814278185,br.com.dafiti,3005423,2447250,E-Commerce (B2C)
49,all,female,"Dafiti: roupas, sapatos, decor",0.775414765,br.com.dafiti,3005423,2330449,E-Commerce (B2C)
49,between 25 and 44,female,"Dafiti: roupas, sapatos, decor",0.644771159,br.com.dafiti,3005423,1937810,E-Commerce (B2C)
49,>44,female,"Dafiti: roupas, sapatos, decor",0.092935823,br.com.dafiti,3005423,279311,E-Commerce (B2C)
49,between 25 and 44,male,"Dafiti: roupas, sapatos, decor",0.169507012,br.com.dafiti,3005423,509440,E-Commerce (B2C)
49,<25,female,"Dafiti: roupas, sapatos, decor",0.03770775,br.com.dafiti,3005423,113328,E-Commerce (B2C)
49,all,male,"Dafiti: roupas, sapatos, decor",0.22458525,br.com.dafiti,3005423,674974,E-Commerce (B2C)
50,between 25 and 44,female,Pão de Açúcar Mais,0.335014224,br.com.paodeacucarmais,2506095,839577,Coupons & Rewards
50,all,female,Pão de Açúcar Mais,0.569387436,br.com.paodeacucarmais,2506095,1426939,Coupons & Rewards
50,<25,female,Pão de Açúcar Mais,0.053646106,br.com.paodeacucarmais,2506095,134442,Coupons & Rewards
50,>44,male,Pão de Açúcar Mais,0.142541707,br.com.paodeacucarmais,2506095,357223,Coupons & Rewards
50,>44,female,Pão de Açúcar Mais,0.180727109,br.com.paodeacucarmais,2506095,452919,Coupons & Rewards
50,>44,all,Pão de Açúcar Mais,0.323268831,br.com.paodeacucarmais,2506095,810142,Coupons & Rewards
50,all,male,Pão de Açúcar Mais,0.430612564,br.com.paodeacucarmais,2506095,1079156,Coupons & Rewards
50,<25,all,Pão de Açúcar Mais,0.078720346,br.com.paodeacucarmais,2506095,197281,Coupons & Rewards
50,between 25 and 44,male,Pão de Açúcar Mais,0.262996584,br.com.paodeacucarmais,2506095,659094,Coupons & Rewards
50,all,all,Pão de Açúcar Mais,1,br.com.paodeacucarmais,2506095,2506095,Coupons & Rewards
50,<25,male,Pão de Açúcar Mais,0.025074242,br.com.paodeacucarmais,2506095,62838,Coupons & Rewards
50,between 25 and 44,all,Pão de Açúcar Mais,0.598010838,br.com.paodeacucarmais,2506095,1498672,Coupons & Rewards
51,>44,female,CrmBonus,0.111248441,com.br.crmbonus.app,146028,16245,Coupons & Rewards
51,<25,female,CrmBonus,0.124549419,com.br.crmbonus.app,146028,18188,Coupons & Rewards
51,<25,male,CrmBonus,0.107400164,com.br.crmbonus.app,146028,15683,Coupons & Rewards
51,all,male,CrmBonus,0.531778693,com.br.crmbonus.app,146028,77655,Coupons & Rewards
51,<25,all,CrmBonus,0.231949583,com.br.crmbonus.app,146028,33871,Coupons & Rewards
51,>44,male,CrmBonus,0.082520448,com.br.crmbonus.app,146028,12050,Coupons & Rewards
51,between 25 and 44,male,CrmBonus,0.341858089,com.br.crmbonus.app,146028,49921,Coupons & Rewards
51,all,all,CrmBonus,1,com.br.crmbonus.app,146028,146028,Coupons & Rewards
51,between 25 and 44,female,CrmBonus,0.232423455,com.br.crmbonus.app,146028,33940,Coupons & Rewards
51,>44,all,CrmBonus,0.193768889,com.br.crmbonus.app,146028,28296,Coupons & Rewards
51,all,female,CrmBonus,0.468221307,com.br.crmbonus.app,146028,68373,Coupons & Rewards
51,between 25 and 44,all,CrmBonus,0.574281514,com.br.crmbonus.app,146028,83861,Coupons & Rewards
52,all,all,Cuponomia: Cupons e Cashback,1,com.cuponomia,242254,242254,Coupons & Rewards
52,>44,female,Cuponomia: Cupons e Cashback,0.099914275,com.cuponomia,242254,24205,Coupons & Rewards
52,between 25 and 44,female,Cuponomia: Cupons e Cashback,0.54227978,com.cuponomia,242254,131369,Coupons & Rewards
52,between 25 and 44,all,Cuponomia: Cupons e Cashback,0.759478271,com.cuponomia,242254,183987,Coupons & Rewards
52,>44,male,Cuponomia: Cupons e Cashback,0.042119052,com.cuponomia,242254,10204,Coupons & Rewards
52,all,male,Cuponomia: Cupons e Cashback,0.284785688,com.cuponomia,242254,68990,Coupons & Rewards
52,<25,female,Cuponomia: Cupons e Cashback,0.073020257,com.cuponomia,242254,17689,Coupons & Rewards
52,<25,all,Cuponomia: Cupons e Cashback,0.098488376,com.cuponomia,242254,23859,Coupons & Rewards
52,all,female,Cuponomia: Cupons e Cashback,0.715214312,com.cuponomia,242254,173264,Coupons & Rewards
52,>44,all,Cuponomia: Cupons e Cashback,0.142033324,com.cuponomia,242254,34408,Coupons & Rewards
52,between 25 and 44,male,Cuponomia: Cupons e Cashback,0.217198521,com.cuponomia,242254,52617,Coupons & Rewards
52,<25,male,Cuponomia: Cupons e Cashback,0.025468113,com.cuponomia,242254,6170,Coupons & Rewards
55,all,all,Arezzo,1,br.com.arezzo,87922,87922,E-Commerce (Retailer)
55,>44,all,Arezzo,0.212025791,br.com.arezzo,87922,18642,E-Commerce (Retailer)
55,all,male,Arezzo,0.284503788,br.com.arezzo,87922,25014,E-Commerce (Retailer)
55,<25,female,Arezzo,0.159581229,br.com.arezzo,87922,14031,E-Commerce (Retailer)
55,between 25 and 44,all,Arezzo,0.562095821,br.com.arezzo,87922,49421,E-Commerce (Retailer)
55,<25,all,Arezzo,0.225878388,br.com.arezzo,87922,19860,E-Commerce (Retailer)
55,between 25 and 44,male,Arezzo,0.154175416,br.com.arezzo,87922,13555,E-Commerce (Retailer)
55,between 25 and 44,female,Arezzo,0.40792042,br.com.arezzo,87922,35865,E-Commerce (Retailer)
55,<25,male,Arezzo,0.066297151,br.com.arezzo,87922,5829,E-Commerce (Retailer)
55,>44,male,Arezzo,0.064031236,br.com.arezzo,87922,5630,E-Commerce (Retailer)
55,all,female,Arezzo,0.715496182,br.com.arezzo,87922,62908,E-Commerce (Retailer)
55,>44,female,Arezzo,0.147994563,br.com.arezzo,87922,13012,E-Commerce (Retailer)
56,between 25 and 44,female,"Zoom: Compare preços, Cashback",0.297042549,com.zoom.zoomandroid,3239836,962369,Coupons & Rewards
56,between 25 and 44,male,"Zoom: Compare preços, Cashback",0.322229654,com.zoom.zoomandroid,3239836,1043971,Coupons & Rewards
56,all,male,"Zoom: Compare preços, Cashback",0.521406293,com.zoom.zoomandroid,3239836,1689271,Coupons & Rewards
56,all,all,"Zoom: Compare preços, Cashback",1,com.zoom.zoomandroid,3239836,3239836,Coupons & Rewards
56,<25,female,"Zoom: Compare preços, Cashback",0.082906768,com.zoom.zoomandroid,3239836,268604,Coupons & Rewards
56,all,female,"Zoom: Compare preços, Cashback",0.478593677,com.zoom.zoomandroid,3239836,1550565,Coupons & Rewards
56,>44,female,"Zoom: Compare preços, Cashback",0.098644368,com.zoom.zoomandroid,3239836,319592,Coupons & Rewards
56,between 25 and 44,all,"Zoom: Compare preços, Cashback",0.619272173,com.zoom.zoomandroid,3239836,2006340,Coupons & Rewards
56,<25,all,"Zoom: Compare preços, Cashback",0.18005617,com.zoom.zoomandroid,3239836,583352,Coupons & Rewards
56,>44,all,"Zoom: Compare preços, Cashback",0.200671643,com.zoom.zoomandroid,3239836,650143,Coupons & Rewards
56,<25,male,"Zoom: Compare preços, Cashback",0.097149409,com.zoom.zoomandroid,3239836,314748,Coupons & Rewards
56,>44,male,"Zoom: Compare preços, Cashback",0.102027267,com.zoom.zoomandroid,3239836,330552,Coupons & Rewards
57,all,female,CASA & VIDEO,0.496311486,com.root.casaevideov3.Activities,99030,49150,E-Commerce (Retailer)
57,between 25 and 44,all,CASA & VIDEO,0.560708106,com.root.casaevideov3.Activities,99030,55527,E-Commerce (Retailer)
57,all,male,CASA & VIDEO,0.503688514,com.root.casaevideov3.Activities,99030,49880,E-Commerce (Retailer)
57,<25,female,CASA & VIDEO,0.032962196,com.root.casaevideov3.Activities,99030,3264,E-Commerce (Retailer)
57,>44,all,CASA & VIDEO,0.298355848,com.root.casaevideov3.Activities,99030,29546,E-Commerce (Retailer)
57,between 25 and 44,female,CASA & VIDEO,0.279703796,com.root.casaevideov3.Activities,99030,27699,E-Commerce (Retailer)
57,<25,all,CASA & VIDEO,0.140936077,com.root.casaevideov3.Activities,99030,13957,E-Commerce (Retailer)
57,>44,male,CASA & VIDEO,0.114710353,com.root.casaevideov3.Activities,99030,11360,E-Commerce (Retailer)
57,>44,female,CASA & VIDEO,0.183645487,com.root.casaevideov3.Activities,99030,18186,E-Commerce (Retailer)
57,all,all,CASA & VIDEO,1,com.root.casaevideov3.Activities,99030,99030,E-Commerce (Retailer)
57,<25,male,CASA & VIDEO,0.107973881,com.root.casaevideov3.Activities,99030,10693,E-Commerce (Retailer)
57,between 25 and 44,male,CASA & VIDEO,0.28100428,com.root.casaevideov3.Activities,99030,27828,E-Commerce (Retailer)
59,>44,female,Posthaus | Liquida Verão,0.208890706,br.com.supero.posthaus.site,266842,55741,E-Commerce (Retailer)
59,between 25 and 44,all,Posthaus | Liquida Verão,0.699528575,br.com.supero.posthaus.site,266842,186664,E-Commerce (Retailer)
59,all,all,Posthaus | Liquida Verão,1,br.com.supero.posthaus.site,266842,266842,E-Commerce (Retailer)
59,<25,male,Posthaus | Liquida Verão,0.014607335,br.com.supero.posthaus.site,266842,3898,E-Commerce (Retailer)
59,between 25 and 44,male,Posthaus | Liquida Verão,0.09073174,br.com.supero.posthaus.site,266842,24211,E-Commerce (Retailer)
59,<25,all,Posthaus | Liquida Verão,0.040448345,br.com.supero.posthaus.site,266842,10793,E-Commerce (Retailer)
59,>44,male,Posthaus | Liquida Verão,0.0511324,br.com.supero.posthaus.site,266842,13644,E-Commerce (Retailer)
59,>44,all,Posthaus | Liquida Verão,0.260023087,br.com.supero.posthaus.site,266842,69385,E-Commerce (Retailer)
59,between 25 and 44,female,Posthaus | Liquida Verão,0.608796835,br.com.supero.posthaus.site,266842,162453,E-Commerce (Retailer)
59,all,male,Posthaus | Liquida Verão,0.156471476,br.com.supero.posthaus.site,266842,41753,E-Commerce (Retailer)
59,all,female,Posthaus | Liquida Verão,0.843528509,br.com.supero.posthaus.site,266842,225089,E-Commerce (Retailer)
59,<25,female,Posthaus | Liquida Verão,0.025841007,br.com.supero.posthaus.site,266842,6895,E-Commerce (Retailer)
62,all,female,"Buscapé: Menor preço, Cashback",0.387766272,br.com.buscape.MainPack,1604701,622249,Other Shopping
62,between 25 and 44,male,"Buscapé: Menor preço, Cashback",0.372777998,br.com.buscape.MainPack,1604701,598197,Other Shopping
62,<25,male,"Buscapé: Menor preço, Cashback",0.07225965,br.com.buscape.MainPack,1604701,115955,Other Shopping
62,between 25 and 44,female,"Buscapé: Menor preço, Cashback",0.240252733,br.com.buscape.MainPack,1604701,385534,Other Shopping
62,>44,male,"Buscapé: Menor preço, Cashback",0.16719608,br.com.buscape.MainPack,1604701,268300,Other Shopping
62,all,all,"Buscapé: Menor preço, Cashback",1,br.com.buscape.MainPack,1604701,1604701,Other Shopping
62,<25,female,"Buscapé: Menor preço, Cashback",0.037630983,br.com.buscape.MainPack,1604701,60386,Other Shopping
62,<25,all,"Buscapé: Menor preço, Cashback",0.109890632,br.com.buscape.MainPack,1604701,176342,Other Shopping
62,>44,all,"Buscapé: Menor preço, Cashback",0.277078658,br.com.buscape.MainPack,1604701,444628,Other Shopping
62,all,male,"Buscapé: Menor preço, Cashback",0.612233698,br.com.buscape.MainPack,1604701,982452,Other Shopping
62,>44,female,"Buscapé: Menor preço, Cashback",0.109882563,br.com.buscape.MainPack,1604701,176329,Other Shopping
62,between 25 and 44,all,"Buscapé: Menor preço, Cashback",0.613030732,br.com.buscape.MainPack,1604701,983731,Other Shopping
63,>44,male,Elo7: Produtos Personalizados,0.024433235,br.com.elo7.appbuyer,361705,8838,E-Commerce (C2C)
63,between 25 and 44,male,Elo7: Produtos Personalizados,0.106852382,br.com.elo7.appbuyer,361705,38649,E-Commerce (C2C)
63,<25,female,Elo7: Produtos Personalizados,0.104012705,br.com.elo7.appbuyer,361705,37622,E-Commerce (C2C)
63,all,male,Elo7: Produtos Personalizados,0.139624968,br.com.elo7.appbuyer,361705,50503,E-Commerce (C2C)
63,all,all,Elo7: Produtos Personalizados,1,br.com.elo7.appbuyer,361705,361705,E-Commerce (C2C)
63,all,female,Elo7: Produtos Personalizados,0.860375047,br.com.elo7.appbuyer,361705,311202,E-Commerce (C2C)
63,>44,female,Elo7: Produtos Personalizados,0.086238533,br.com.elo7.appbuyer,361705,31193,E-Commerce (C2C)
63,<25,male,Elo7: Produtos Personalizados,0.008339353,br.com.elo7.appbuyer,361705,3016,E-Commerce (C2C)
63,between 25 and 44,all,Elo7: Produtos Personalizados,0.776976168,br.com.elo7.appbuyer,361705,281036,E-Commerce (C2C)
63,between 25 and 44,female,Elo7: Produtos Personalizados,0.670123816,br.com.elo7.appbuyer,361705,242387,E-Commerce (C2C)
63,<25,all,Elo7: Produtos Personalizados,0.112352058,br.com.elo7.appbuyer,361705,40638,E-Commerce (C2C)
63,>44,all,Elo7: Produtos Personalizados,0.110671766,br.com.elo7.appbuyer,361705,40031,E-Commerce (C2C)
64,<25,female,Petlove - O app do seu pet,0.074388944,br.com.petlove.petlove,424288,31562,E-Commerce (B2C)
64,>44,all,Petlove - O app do seu pet,0.242609888,br.com.petlove.petlove,424288,102936,E-Commerce (B2C)
64,<25,all,Petlove - O app do seu pet,0.133484826,br.com.petlove.petlove,424288,56636,E-Commerce (B2C)
64,between 25 and 44,all,Petlove - O app do seu pet,0.623905301,br.com.petlove.petlove,424288,264716,E-Commerce (B2C)
64,all,male,Petlove - O app do seu pet,0.310352415,br.com.petlove.petlove,424288,131679,E-Commerce (B2C)
64,<25,male,Petlove - O app do seu pet,0.059095886,br.com.petlove.petlove,424288,25074,E-Commerce (B2C)
64,all,female,Petlove - O app do seu pet,0.689647555,br.com.petlove.petlove,424288,292609,E-Commerce (B2C)
64,all,all,Petlove - O app do seu pet,1,br.com.petlove.petlove,424288,424288,E-Commerce (B2C)
64,>44,male,Petlove - O app do seu pet,0.084846288,br.com.petlove.petlove,424288,35999,E-Commerce (B2C)
64,between 25 and 44,female,Petlove - O app do seu pet,0.457495034,br.com.petlove.petlove,424288,194110,E-Commerce (B2C)
64,between 25 and 44,male,Petlove - O app do seu pet,0.166410253,br.com.petlove.petlove,424288,70606,E-Commerce (B2C)
64,>44,female,Petlove - O app do seu pet,0.1577636,br.com.petlove.petlove,424288,66937,E-Commerce (B2C)
65,between 25 and 44,all,Loja do Mecânico,0.494424403,br.com.gurgelmix.lojadomecanico_app,185151,91543,E-Commerce (B2C)
65,<25,male,Loja do Mecânico,0.029613959,br.com.gurgelmix.lojadomecanico_app,185151,5483,E-Commerce (B2C)
65,>44,all,Loja do Mecânico,0.421214372,br.com.gurgelmix.lojadomecanico_app,185151,77988,E-Commerce (B2C)
65,<25,all,Loja do Mecânico,0.08436121,br.com.gurgelmix.lojadomecanico_app,185151,15620,E-Commerce (B2C)
65,between 25 and 44,female,Loja do Mecânico,0.167434827,br.com.gurgelmix.lojadomecanico_app,185151,31001,E-Commerce (B2C)
65,>44,female,Loja do Mecânico,0.127537027,br.com.gurgelmix.lojadomecanico_app,185151,23614,E-Commerce (B2C)
65,all,all,Loja do Mecânico,1,br.com.gurgelmix.lojadomecanico_app,185151,185151,E-Commerce (B2C)
65,all,male,Loja do Mecânico,0.650280893,br.com.gurgelmix.lojadomecanico_app,185151,120400,E-Commerce (B2C)
65,between 25 and 44,male,Loja do Mecânico,0.326989561,br.com.gurgelmix.lojadomecanico_app,185151,60542,E-Commerce (B2C)
65,<25,female,Loja do Mecânico,0.05474725,br.com.gurgelmix.lojadomecanico_app,185151,10137,E-Commerce (B2C)
65,>44,male,Loja do Mecânico,0.29367736,br.com.gurgelmix.lojadomecanico_app,185151,54375,E-Commerce (B2C)
65,all,female,Loja do Mecânico,0.349719107,br.com.gurgelmix.lojadomecanico_app,185151,64751,E-Commerce (B2C)
69,between 25 and 44,female,Polishop: Ofertas de Verão,0.421216548,br.com.projetopolishop.mobile,75784,31921,E-Commerce (B2C)
69,all,all,Polishop: Ofertas de Verão,1,br.com.projetopolishop.mobile,75784,75784,E-Commerce (B2C)
69,<25,all,Polishop: Ofertas de Verão,0.012653714,br.com.projetopolishop.mobile,75784,959,E-Commerce (B2C)
69,all,male,Polishop: Ofertas de Verão,0.352693647,br.com.projetopolishop.mobile,75784,26729,E-Commerce (B2C)
69,<25,male,Polishop: Ofertas de Verão,0.003518677,br.com.projetopolishop.mobile,75784,267,E-Commerce (B2C)
69,<25,female,Polishop: Ofertas de Verão,0.009135037,br.com.projetopolishop.mobile,75784,692,E-Commerce (B2C)
69,>44,female,Polishop: Ofertas de Verão,0.216954768,br.com.projetopolishop.mobile,75784,16442,E-Commerce (B2C)
69,>44,male,Polishop: Ofertas de Verão,0.14207384,br.com.projetopolishop.mobile,75784,10767,E-Commerce (B2C)
69,>44,all,Polishop: Ofertas de Verão,0.359028608,br.com.projetopolishop.mobile,75784,27209,E-Commerce (B2C)
69,between 25 and 44,all,Polishop: Ofertas de Verão,0.628317654,br.com.projetopolishop.mobile,75784,47616,E-Commerce (B2C)
69,between 25 and 44,male,Polishop: Ofertas de Verão,0.207101122,br.com.projetopolishop.mobile,75784,15695,E-Commerce (B2C)
69,all,female,Polishop: Ofertas de Verão,0.647306383,br.com.projetopolishop.mobile,75784,49055,E-Commerce (B2C)
70,<25,female,Fast Shop,0.004700128,br.com.fastshop.ecommerce.beta,163864,770,E-Commerce (Retailer)
70,between 25 and 44,male,Fast Shop,0.324325144,br.com.fastshop.ecommerce.beta,163864,53145,E-Commerce (Retailer)
70,>44,male,Fast Shop,0.222367644,br.com.fastshop.ecommerce.beta,163864,36438,E-Commerce (Retailer)
70,all,female,Fast Shop,0.434521854,br.com.fastshop.ecommerce.beta,163864,71202,E-Commerce (Retailer)
70,all,all,Fast Shop,1,br.com.fastshop.ecommerce.beta,163864,163864,E-Commerce (Retailer)
70,between 25 and 44,all,Fast Shop,0.575590134,br.com.fastshop.ecommerce.beta,163864,94319,E-Commerce (Retailer)
70,<25,all,Fast Shop,0.023485485,br.com.fastshop.ecommerce.beta,163864,3848,E-Commerce (Retailer)
70,all,male,Fast Shop,0.565478146,br.com.fastshop.ecommerce.beta,163864,92662,E-Commerce (Retailer)
70,>44,all,Fast Shop,0.400924414,br.com.fastshop.ecommerce.beta,163864,65697,E-Commerce (Retailer)
70,<25,male,Fast Shop,0.018785357,br.com.fastshop.ecommerce.beta,163864,3078,E-Commerce (Retailer)
70,>44,female,Fast Shop,0.17855677,br.com.fastshop.ecommerce.beta,163864,29259,E-Commerce (Retailer)
70,between 25 and 44,female,Fast Shop,0.25126496,br.com.fastshop.ecommerce.beta,163864,41173,E-Commerce (Retailer)
72,<25,all,Promobit: Promoções e Cupons,0.144412458,br.com.promobit.app,525769,75928,Coupons & Rewards
72,<25,female,Promobit: Promoções e Cupons,0.062644541,br.com.promobit.app,525769,32937,Coupons & Rewards
72,>44,male,Promobit: Promoções e Cupons,0.041901343,br.com.promobit.app,525769,22030,Coupons & Rewards
72,all,female,Promobit: Promoções e Cupons,0.403673858,br.com.promobit.app,525769,212239,Coupons & Rewards
72,>44,all,Promobit: Promoções e Cupons,0.073819242,br.com.promobit.app,525769,38812,Coupons & Rewards
72,between 25 and 44,male,Promobit: Promoções e Cupons,0.472656876,br.com.promobit.app,525769,248508,Coupons & Rewards
72,all,all,Promobit: Promoções e Cupons,1,br.com.promobit.app,525769,525769,Coupons & Rewards
72,all,male,Promobit: Promoções e Cupons,0.596326113,br.com.promobit.app,525769,313530,Coupons & Rewards
72,<25,male,Promobit: Promoções e Cupons,0.081767924,br.com.promobit.app,525769,42991,Coupons & Rewards
72,>44,female,Promobit: Promoções e Cupons,0.0319179,br.com.promobit.app,525769,16781,Coupons & Rewards
72,between 25 and 44,all,Promobit: Promoções e Cupons,0.781768262,br.com.promobit.app,525769,411030,Coupons & Rewards
72,between 25 and 44,female,Promobit: Promoções e Cupons,0.309111416,br.com.promobit.app,525769,162521,Coupons & Rewards
74,all,male,Camicado,0.119166262,br.com.camicado.mobile,138852,16546,E-Commerce (Retailer)
74,<25,male,Camicado,0.036244359,br.com.camicado.mobile,138852,5033,E-Commerce (Retailer)
74,all,female,Camicado,0.880833745,br.com.camicado.mobile,138852,122306,E-Commerce (Retailer)
74,all,all,Camicado,1,br.com.camicado.mobile,138852,138852,E-Commerce (Retailer)
74,>44,female,Camicado,0.082775004,br.com.camicado.mobile,138852,11493,E-Commerce (Retailer)
74,between 25 and 44,all,Camicado,0.523847282,br.com.camicado.mobile,138852,72737,E-Commerce (Retailer)
74,between 25 and 44,male,Camicado,0.061450627,br.com.camicado.mobile,138852,8533,E-Commerce (Retailer)
74,>44,male,Camicado,0.021471275,br.com.camicado.mobile,138852,2981,E-Commerce (Retailer)
74,>44,all,Camicado,0.104246281,br.com.camicado.mobile,138852,14475,E-Commerce (Retailer)
74,<25,all,Camicado,0.37190643,br.com.camicado.mobile,138852,51640,E-Commerce (Retailer)
74,<25,female,Camicado,0.335662097,br.com.camicado.mobile,138852,46607,E-Commerce (Retailer)
74,between 25 and 44,female,Camicado,0.462396652,br.com.camicado.mobile,138852,64205,E-Commerce (Retailer)
75,>44,female,Zara,0.074945636,com.inditex.zara,97602,7315,E-Commerce (Retailer)
75,<25,female,Zara,0.022959197,com.inditex.zara,97602,2241,E-Commerce (Retailer)
75,>44,male,Zara,0.010452122,com.inditex.zara,97602,1020,E-Commerce (Retailer)
75,between 25 and 44,female,Zara,0.720113695,com.inditex.zara,97602,70285,E-Commerce (Retailer)
75,<25,male,Zara,0.032045051,com.inditex.zara,97602,3128,E-Commerce (Retailer)
75,>44,all,Zara,0.085397758,com.inditex.zara,97602,8335,E-Commerce (Retailer)
75,all,male,Zara,0.181981474,com.inditex.zara,97602,17762,E-Commerce (Retailer)
75,<25,all,Zara,0.055004247,com.inditex.zara,97602,5369,E-Commerce (Retailer)
75,between 25 and 44,male,Zara,0.139484301,com.inditex.zara,97602,13614,E-Commerce (Retailer)
75,all,female,Zara,0.818018496,com.inditex.zara,97602,79840,E-Commerce (Retailer)
75,between 25 and 44,all,Zara,0.859597981,com.inditex.zara,97602,83898,E-Commerce (Retailer)
75,all,all,Zara,1,com.inditex.zara,97602,97602,E-Commerce (Retailer)
76,all,female,Privalia: Maior Outlet Online,0.771501839,com.privalia.br,348290,268706,E-Commerce (Retailer)
76,between 25 and 44,all,Privalia: Maior Outlet Online,0.751954556,com.privalia.br,348290,261898,E-Commerce (Retailer)
76,<25,male,Privalia: Maior Outlet Online,0.019999143,com.privalia.br,348290,6966,E-Commerce (Retailer)
76,>44,male,Privalia: Maior Outlet Online,0.045240738,com.privalia.br,348290,15757,E-Commerce (Retailer)
76,between 25 and 44,male,Privalia: Maior Outlet Online,0.163258284,com.privalia.br,348290,56861,E-Commerce (Retailer)
76,all,all,Privalia: Maior Outlet Online,1,com.privalia.br,348290,348290,E-Commerce (Retailer)
76,<25,female,Privalia: Maior Outlet Online,0.074536718,com.privalia.br,348290,25960,E-Commerce (Retailer)
76,<25,all,Privalia: Maior Outlet Online,0.094535857,com.privalia.br,348290,32926,E-Commerce (Retailer)
76,between 25 and 44,female,Privalia: Maior Outlet Online,0.588696241,com.privalia.br,348290,205037,E-Commerce (Retailer)
76,>44,female,Privalia: Maior Outlet Online,0.108268879,com.privalia.br,348290,37709,E-Commerce (Retailer)
76,all,male,Privalia: Maior Outlet Online,0.228498176,com.privalia.br,348290,79584,E-Commerce (Retailer)
76,>44,all,Privalia: Maior Outlet Online,0.153509617,com.privalia.br,348290,53466,E-Commerce (Retailer)
77,>44,female,Multi: Descontos nos Shoppings,0.158726558,br.com.multiplan.mind.multishopping,121043,19213,Coupons & Rewards
77,<25,all,Multi: Descontos nos Shoppings,0.06273105,br.com.multiplan.mind.multishopping,121043,7593,Coupons & Rewards
77,>44,all,Multi: Descontos nos Shoppings,0.319388002,br.com.multiplan.mind.multishopping,121043,38660,Coupons & Rewards
77,>44,male,Multi: Descontos nos Shoppings,0.160661429,br.com.multiplan.mind.multishopping,121043,19447,Coupons & Rewards
77,all,female,Multi: Descontos nos Shoppings,0.539177179,br.com.multiplan.mind.multishopping,121043,65264,Coupons & Rewards
77,<25,female,Multi: Descontos nos Shoppings,0.035510033,br.com.multiplan.mind.multishopping,121043,4298,Coupons & Rewards
77,between 25 and 44,all,Multi: Descontos nos Shoppings,0.61788094,br.com.multiplan.mind.multishopping,121043,74790,Coupons & Rewards
77,between 25 and 44,male,Multi: Descontos nos Shoppings,0.272940368,br.com.multiplan.mind.multishopping,121043,33038,Coupons & Rewards
77,all,all,Multi: Descontos nos Shoppings,1,br.com.multiplan.mind.multishopping,121043,121043,Coupons & Rewards
77,all,male,Multi: Descontos nos Shoppings,0.460822821,br.com.multiplan.mind.multishopping,121043,55779,Coupons & Rewards
77,<25,male,Multi: Descontos nos Shoppings,0.027221018,br.com.multiplan.mind.multishopping,121043,3295,Coupons & Rewards
77,between 25 and 44,female,Multi: Descontos nos Shoppings,0.344940603,br.com.multiplan.mind.multishopping,121043,41753,Coupons & Rewards
78,all,male,Le biscuit: Comprar online,0.361940265,br.com.lebiscuit,35492,12846,E-Commerce (B2C)
78,between 25 and 44,male,Le biscuit: Comprar online,0.26317659,br.com.lebiscuit,35492,9341,E-Commerce (B2C)
78,>44,all,Le biscuit: Comprar online,0.165368989,br.com.lebiscuit,35492,5869,E-Commerce (B2C)
78,between 25 and 44,female,Le biscuit: Comprar online,0.539058685,br.com.lebiscuit,35492,19132,E-Commerce (B2C)
78,all,female,Le biscuit: Comprar online,0.638059735,br.com.lebiscuit,35492,22646,E-Commerce (B2C)
78,>44,male,Le biscuit: Comprar online,0.082316376,br.com.lebiscuit,35492,2922,E-Commerce (B2C)
78,<25,all,Le biscuit: Comprar online,0.032395713,br.com.lebiscuit,35492,1150,E-Commerce (B2C)
78,<25,male,Le biscuit: Comprar online,0.016447298,br.com.lebiscuit,35492,584,E-Commerce (B2C)
78,all,all,Le biscuit: Comprar online,1,br.com.lebiscuit,35492,35492,E-Commerce (B2C)
78,between 25 and 44,all,Le biscuit: Comprar online,0.802235305,br.com.lebiscuit,35492,28473,E-Commerce (B2C)
78,>44,female,Le biscuit: Comprar online,0.08305262,br.com.lebiscuit,35492,2948,E-Commerce (B2C)
78,<25,female,Le biscuit: Comprar online,0.015948417,br.com.lebiscuit,35492,566,E-Commerce (B2C)
80,between 25 and 44,female,FARM,0.716107786,br.com.farmrio.app,55689,39879,E-Commerce (Retailer)
80,<25,male,FARM,0.02163155,br.com.farmrio.app,55689,1205,E-Commerce (Retailer)
80,<25,female,FARM,0.059851851,br.com.farmrio.app,55689,3333,E-Commerce (Retailer)
80,all,all,FARM,1,br.com.farmrio.app,55689,55689,E-Commerce (Retailer)
80,all,female,FARM,0.919807077,br.com.farmrio.app,55689,51223,E-Commerce (Retailer)
80,>44,female,FARM,0.143847421,br.com.farmrio.app,55689,8011,E-Commerce (Retailer)
80,<25,all,FARM,0.081483401,br.com.farmrio.app,55689,4538,E-Commerce (Retailer)
80,between 25 and 44,male,FARM,0.041907132,br.com.farmrio.app,55689,2334,E-Commerce (Retailer)
80,all,male,FARM,0.080192916,br.com.farmrio.app,55689,4466,E-Commerce (Retailer)
80,between 25 and 44,all,FARM,0.758014917,br.com.farmrio.app,55689,42213,E-Commerce (Retailer)
80,>44,all,FARM,0.160501659,br.com.farmrio.app,55689,8938,E-Commerce (Retailer)
80,>44,male,FARM,0.01665424,br.com.farmrio.app,55689,927,E-Commerce (Retailer)
