data-ai Intelligence
Report,Review - Summary
Report Generation Time,01/06/2023 08:41:25 PST
App,Mercado Libre: Compras Online
Date,"2022-07-10, 2022-07-16"
Granularity,Daily
Rating Value,"1, 2, 3, 4, 5"
Language,Portuguese

Reviews,Reviews Content,Rating,Start Date,End Date,Review Product Version,Review Product Version Name,Language,Language Name
01f3a957-0ed3-40d5-bb75-58d5eceb6b04,Vc não trabalham com posta restante? Ou serviço de lockers ? São serviços do correio. Nao consigo comprar com essas modalidade. Pf me ajudem .,4,2022-07-10,2022-07-10,20600000011511_Unknown,Unknown,pt,Portuguese
027e123c-0bbf-4dc0-b668-eeb1ad0a6a50,ótimo,5,2022-07-13,2022-07-13,20600000011511_10.217.2,10.217.2,pt,Portuguese
02ce4762-a66e-4b7c-a18a-7daa1f3d891f,Bom,5,2022-07-15,2022-07-15,20600000011511_10.206.4,10.206.4,pt,Portuguese
02e18e87-7c09-48b1-9940-85d9e35e8a9c,"Melhor forma de comprar pela net.confianca, Bom preço é qualidade.",5,2022-07-16,2022-07-16,20600000011511_Unknown,Unknown,pt,Portuguese
02fe9135-f941-4fec-9ff0-32824c1bee8c,Aplicativo muito bom faço compras 100°\• grátis.,5,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
03013fff-deab-4057-9125-22eba6626135,"Até o presente momento, estou satisfeita com a excelente prestação de serviços. Parabéns 👏",5,2022-07-13,2022-07-13,20600000011511_10.217.2,10.217.2,pt,Portuguese
031b3c8f-0806-448f-8519-18783491902e,Gosto muito de complar pelo mercado livre,4,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
03470b33-16b4-4fc6-94db-1c3f5dc7cfca,ótimo para comprar o q quiser! produto chega até antes do prazo,5,2022-07-12,2022-07-12,20600000011511_10.211.1,10.211.1,pt,Portuguese
03504d1e-4101-4bfb-9175-6f8912557895,top 1000,5,2022-07-12,2022-07-12,20600000011511_10.208.2,10.208.2,pt,Portuguese
0350c28f-1433-4a76-9e7b-f5fa2d8a75f6,Ótimo,5,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
0375eb6e-bc93-4ced-bf44-bef98ae17151,muito bom e confiável. Eu amo,5,2022-07-12,2022-07-12,20600000011511_10.206.4,10.206.4,pt,Portuguese
038c315d-a80c-4e03-b3a6-d6e4fec86f16,O mercado livre é muito bom e maravilhoso(a),5,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
03aea4e3-d39b-4655-a55a-ae1aefbcd958,"App era bom mas agora não consigo entrar mais, aparece mensagem pra conectar a internet mas estou conectado. Já desinstalei e instalei várias vezes mas não adiantou, já fazem três dias tentando e nada até agora nada.",1,2022-07-13,2022-07-13,20600000011511_10.154.2,10.154.2,pt,Portuguese
03b2cfe9-5933-495a-bb62-7faae0f50feb,Esse app e muito bom,5,2022-07-15,2022-07-15,20600000011511_Unknown,Unknown,pt,Portuguese
03f7e8c3-030b-4a7c-bb1c-02d4285186b1,Adoravel fazer compras aqui Ainda mais qdo se tem o cartão do mercado pago Ultimamente tá complicado fazer compras no aplicativo Frete muito caro e a gente tem que comprar 200 tô super mercado para ficar frete grátis Era 79 agora não Temos mais essa opção...,5,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
040c2739-7262-4ef5-afad-9a1df4be5e57,"O mercado livre não esta nei ai com os clientes compre uma mercadoria simples era para chegar nua data x e mudarão a data de entrega, se eu compre a mercadoria com a data x, de entrega foi porque eu esta precisando desta mercadoria na data x",1,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
041b962b-ca46-4410-aea1-9914bc06b8d2,"Eu quero trocar o número do celular e não consigo,me ajuda aí por favor,pois meu número é outro",5,2022-07-12,2022-07-12,20600000011511_10.217.2,10.217.2,pt,Portuguese
04332a6a-601c-4419-80b5-043bc3b711e4,O aplicativo é ótimo. Porém o mercado livre não está mais cumprindo a palavra nos fretes Full atraso enorme de pedidos me deixou irritado a dois dias esperando sem sair de casa e não me entregaram o produto. Nota zero na questão entrega. E nem é possível falar com atendente humano. Me arrependo de ter confiado nesse Tal frete Full.,4,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
0446575b-3265-42b4-8ac5-a886d9cf30e8,"Mercado Livre é simplesmente, tudo de bom!🤝",5,2022-07-10,2022-07-10,20600000011511_10.217.2,10.217.2,pt,Portuguese
04669d57-1571-4fca-9fa9-d36dc1dba82a,eu gostei muito do app,2,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
046ec85e-b925-4ab6-acfe-d6fd68882957,Euma droga tô novio 3 mais não posso usa meus pontos.eu vol para de uza mercado livre.nota 0,1,2022-07-11,2022-07-11,20600000011511_10.217.2,10.217.2,pt,Portuguese
04a7ab29-7aae-44cf-b6df-c9003b3b8cc2,mercado livre pra mim e tudo muito rápido prático maravilhoso,5,2022-07-13,2022-07-13,20600000011511_10.208.2,10.208.2,pt,Portuguese
05082b65-7f82-4946-8f19-5d44abdc54e9,Muito bom,4,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
05095839-4f77-4112-943a-d46b98e7304b,o que falta é quando vc pesquisa um produto não vem o nome do vendedor,5,2022-07-13,2022-07-13,20600000011511_10.181.3,10.181.3,pt,Portuguese
0535abbb-4eea-4b19-954e-0f10f8e12e2d,bom,5,2022-07-10,2022-07-10,20600000011511_10.211.1,10.211.1,pt,Portuguese
0548f988-4150-4f60-bc14-d353ad97dd44,"Estou percebendo que quando solicitamos o cancelamento de algum produto, o vendedor tem 7 dias pra responder e nisso já despacham o produto e o Mercado Livre não intervém em nada, parece que estão começando a fazer os compradores de idiota, pois a mercadoria chegou em casa e eu havia aberto um chamado de cancelamento já",2,2022-07-12,2022-07-12,20600000011511_10.217.2,10.217.2,pt,Portuguese
05cf3efb-bd13-496a-9e67-5134898f8caa,Desordem,1,2022-07-16,2022-07-16,20600000011511_10.195.2,10.195.2,pt,Portuguese
05df0daa-6bee-4d3f-a186-650902bcda43,Tendo alguns problemas para comprar com a nova atualização 😭😪😥,4,2022-07-12,2022-07-12,20600000011511_10.217.2,10.217.2,pt,Portuguese
05fef03a-a1e0-4bc4-b277-a913a7a23f30,"Estou decepcionado com o atendimento do mercado livre, foi a primeira vez que precisei de auxílio de um profissional e ninguém conseguiu me ajudar, o último atendimento por sinal foi péssimo",1,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
062c30ea-7034-4478-acd4-0ab72388a1ba,"Essa última atualização deu bug nos favoritos, favor verificar",5,2022-07-14,2022-07-14,20600000011511_10.206.4,10.206.4,pt,Portuguese
0633a0e3-5d40-45ea-bc18-eddb34ac8079,Miito estranho,2,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
065b5af9-6372-47b8-88a3-b0dfab2e4793,"A entrega de vocês é péssima, deveria ter a opção de 0 ESTRELAS! Toda vez que eu compro, vocês reagendam para dias depois da data inicial prometida, chega no dia para qual foi reagendado e vocês cancelam. Uma total falta de respeito. Se fosse uma vez ou outra, tudo bem. Mas todas as vezes? Impossível ficar aceitando isso.",1,2022-07-12,2022-07-12,20600000011511_10.217.2,10.217.2,pt,Portuguese
065d21be-9d01-41de-9cc9-9c45c6f176c1,muito bom,5,2022-07-14,2022-07-14,20600000011511_10.211.1,10.211.1,pt,Portuguese
06bb8d58-cf45-429a-82a1-4ba76fba6add,"sempre respeitam seus dias,as vezes vem antes,muito bom",5,2022-07-12,2022-07-12,20600000011511_10.211.1,10.211.1,pt,Portuguese
06fae5b5-1617-4cab-8e7a-7b423c063b17,super indico a todos meus familiares e amigos por ter um ótimo serviço de entrega.,5,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
073624c9-cde7-4d8b-99aa-858a052c2f66,Luxo,4,2022-07-11,2022-07-11,20600000011511_Unknown,Unknown,pt,Portuguese
07868ed2-d1be-4c5c-97b3-d586a2968c34,Tive produros NÃO ENTREGUES e Sem proviências deste site.,4,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
080c31d5-bae6-48eb-b064-f8f1b8144ddf,"Minha conta foi suspensa sem motivo, não recomendo esse app por hora não recomendo",1,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
080fcab8-f8d7-4821-804e-9b8d2d2af045,Vocês estão de parabéns nota 10,5,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
0832066e-6a54-47ee-a5de-6c5260f07deb,"Péssimo, desproporcional com bons compradores e bons vendedores. Aguardem: a Shopee será a ruína de vcs. Estão se achando absolutos? Aguardem!",1,2022-07-10,2022-07-10,20600000011511_10.217.2,10.217.2,pt,Portuguese
085c439f-82c3-4be8-b6e9-a4560d7e5ebd,muito prático e rapido,5,2022-07-12,2022-07-12,20600000011511_10.208.2,10.208.2,pt,Portuguese
094c8c00-6247-420c-b18a-0987e697da1f,muito bom. otimo aplicativo de compras,4,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
09896ac6-b93e-409c-b79f-8af73f5c2869,"Duvido outro app melhor, esse tá em oto patamar 💥💥💥",5,2022-07-11,2022-07-11,20600000011511_10.217.2,10.217.2,pt,Portuguese
0998c545-fcfc-43ba-8978-88fde11c3220,Comprei uma jaqueta antes mesmo de lavar já começou a descama.😌,1,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
09ba4180-d6b1-4283-be87-2e47ab01b68c,aplicativo fácil e entrega rápida,5,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
09c2688e-78b2-40cc-8009-26e397b015f4,muito bom,5,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
09ea8988-79d5-4ef0-a20d-dafc128aa942,EXCEPCIONAL! Não faço mais compras sem ser pelo MercadoLivre! O mais importante é a SEGURANÇA na compra!,5,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
0a098f57-4190-44f8-9b13-8d50576e5778,"O melhor aplicativo de compras e vendas,pode confiar.",5,2022-07-12,2022-07-12,20600000011511_10.217.2,10.217.2,pt,Portuguese
0a23855e-cc5b-4153-bd5c-7b3247a27459,Excelente 👏🏻,5,2022-07-13,2022-07-13,20600000011511_10.208.2,10.208.2,pt,Portuguese
0a92cbce-deef-43bd-bea5-a1bea877c689,ótimo serviço,5,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
0ac7ea2a-5710-4f5f-8e9c-7d524249d217,super bom,5,2022-07-10,2022-07-10,20600000011511_10.211.1,10.211.1,pt,Portuguese
0ade2966-12b2-42cc-b280-545c2a436a74,Boa,3,2022-07-10,2022-07-10,20600000011511_10.153.1,10.153.1,pt,Portuguese
0afba7de-f45b-4f10-ac2c-fb9829fc9de9,Topzeira,5,2022-07-16,2022-07-16,20600000011511_10.196.0,10.196.0,pt,Portuguese
0b044949-0d99-45cb-8649-f2befa307775,"Péssimo! Comprei um computador! Na loja 2 Eletro com E Distr de Prod Inf. Rua Domingos de Souza, 98 Lj 01 Caiçaras 31.230-040 . A vendedora mim parace que é servidora da Loja ! Eu Entrei em contato com ela! Sobre o computador que eu comprei! No valor de 1.521,000. Ele funcionou só 12 días, fiz a queixa no APP do mercado livre! eles entram em contato comigo. Por Eu ter colocado a reclamação! Só que uma senhora com o nome de Ana a vendedora! Deu problema computador Quero o resacimento de meu dinhe",1,2022-07-15,2022-07-15,20600000011511_Unknown,Unknown,pt,Portuguese
0b0ad3bd-6e5a-49f8-8e7a-669c26ee2c80,"Oferecem mercadorias com frete gratis mas, se vai ver tem que pagar frete. Palhaçada, porque o produto se torna caro.",2,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
0b187185-e9b5-44bd-95b5-77839d2dd027,"Bom minha avaliação não é sobre o vendedor e sim sobre o entregador.Por 2 vezes jogaram meu pacote por baixo do portão.E não tem nem como falar q chamaram e ninguém saiu porq eu estava em casa na sala quando chegou a mns de teria sido entregue,na hora pensei como assim nem chamaram e entregaram pra quem,já fiquei preocupada aí sai do lado de fora e estava jogado no chão sei q era um pct pequeno mais tenho cachorro no quintal se ele pega ele ia estrassalhar o pct. Muita falta de ética isso",3,2022-07-11,2022-07-11,20600000011511_10.217.2,10.217.2,pt,Portuguese
0b331ca8-d97f-477b-a6d5-3e259baf85e8,boas compras,5,2022-07-13,2022-07-13,20600000011511_10.217.2,10.217.2,pt,Portuguese
0b64899c-8dd9-45be-aed1-1aa408b60b96,"Poderia até da 5 estrelas mas tive um problema com uma compra devolvi mas não recebi meu reembolso e estava tudo conforme as regras só diz que tá processando a mais de 1 mês ,😔",3,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
0bb8c6b2-a1e2-49d3-86b7-9c8f5348e26f,otimo,5,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
0c2a3c4c-840d-4356-bcbf-6df7e1b3f8e5,"excelente ,muito responsável pelo trabalho prestado para mim é o melhor Aplicativo amo esse App,é o melhor para tirar dúvidas, estão sempre a disposição, muito rápido nas entrega das compras feitas pelo App.",5,2022-07-15,2022-07-15,20600000011511_10.200.1,10.200.1,pt,Portuguese
0c371ff5-607a-4dd3-a4d1-17616595b9c4,Sempre encontrei o que buscava,5,2022-07-13,2022-07-13,20600000011511_Unknown,Unknown,pt,Portuguese
0c734365-16d8-428e-9584-1dcc27b265ca,Péssimo eles permitem comprar e depois não autorizam...,1,2022-07-11,2022-07-11,20600000011511_10.217.2,10.217.2,pt,Portuguese
0c923f93-f7e8-468d-bb4e-a27199aee257,"Aplicativo ótimo, mto confiável. Única coisa ruim é chegar no nv 6 e cair ...",3,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
0cb28f3a-0444-4252-be10-19b5356bf38c,exelente,4,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
0ce28034-43d0-4f7d-a317-a50868c5bb8e,ótimo site de compras recomendo a todos!,5,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
0ce8ae35-0470-4f77-8a1e-c42805b0cc73,esse aplicativo é muito bom,5,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
0d065e43-3cd0-4565-ac51-8ce9bd9dfcf2,Qanto 0 ferte de caixa.de elix capeba,5,2022-07-14,2022-07-14,20600000011511_Unknown,Unknown,pt,Portuguese
0d273048-30e9-4272-95a5-b0f4a3f0c97e,Muito Ruim péssimo,1,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
0d2ee648-7bf0-4e2f-acea-28ad26108a4a,"Amei os produtos que a me foram entregues, tanto as legues quanto a bota. Ficou tudo perfeito, admito que fiquei receosa ao fazer os pedidos, mas muito feliz ao recebe-los, superou todas as minhas expectativas, quanto na qualidade , tanto no prazo da entrega. 🥰👏👏",5,2022-07-10,2022-07-10,20600000011511_10.208.2,10.208.2,pt,Portuguese
0d470b69-8fc4-40aa-84f4-37ae8b980143,"A nota pra mim é zero ,comprei um relógio esperei ansioso e não tive se quer uma resposta do vendedor, se não tem o produto pelo menos avise para não ficarmos esperando, minha nota é zero",1,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
0d713797-d482-4c2e-b63d-47ff30d8958d,top,5,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
0d89887e-0dae-4ca2-852c-cef6bfd238b4,"O WhatsApp específico para detalhes de compra, reclamação, etc não funciona, deixam a gente por horas sem solução. Não recomendo o app. Não tem uma chamada telefônica do app para reclamação. Não dá suporte para o pós vendas. Rebaixa o cliente de classe 5 para classe 4 do nada.... Hoje. Piorou muito. O ML está com bug. Não abre os favoritos.",1,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
0e06f8f5-71ca-49a6-ba33-76952ae3987e,então estou satisfeita com atendimento do MercadoLivre e dos seus colaboradores recebi o produto certinho antes do prazo chegou dois dias antes do prazo meus parabéns a todos que diretamente ou indiretamente trabalha com MercadoLivre nota 10 para vocês,5,2022-07-11,2022-07-11,20600000011511_10.211.1,10.211.1,pt,Portuguese
0e0ac01f-cdbd-4a7b-806c-617525d99077,muito bom entrega antes do prazo,5,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
0e318f7e-4608-430c-85fa-3e0c191d7712,Fiz uma venda de uma peça antiga que tinha guardado demorou mais de 20 dias pra vim o recebimento e não pagaram a peça que vendi o cliente recebeu o produto mais não recebi o valor da venda e já pegaram uma parte do pagamento e não me repassaram o valor restante falaram que ia no mercado pago e não me passaram o valor recebido,1,2022-07-11,2022-07-11,20600000011511_10.217.2,10.217.2,pt,Portuguese
0e497b5b-e425-44b9-b67f-a432eb9b78e5,"Maravilhoso ,melhor aplicativo para compras.Depois que inventaram mercado crédito ficou ainda mais perfeito e os produtos sempre chegaram certinho e com qualidade super seguro.",5,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
0e6aab6c-1e9c-4af8-bbb8-c861c78e5179,Muito perfeitinho. Amooo. Tem devolução gratuita,5,2022-07-12,2022-07-12,20600000011511_10.217.2,10.217.2,pt,Portuguese
0e872e24-cf41-44b8-bada-2f7c6df66fea,e muito boa amei vó copa de novo 😍,5,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
0eca7610-9e83-4a6b-b5d8-9c4266e7bcd5,Confiança,5,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
0f30a842-cf26-4e28-97fe-089065547720,Mercado livre por confiança e qualidade,5,2022-07-11,2022-07-11,20600000011511_10.217.2,10.217.2,pt,Portuguese
0f75478d-103e-400f-a490-5f9c087ee256,Excelente!,5,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
0f897fdf-d884-4b3e-9746-73979e05e900,recomendo,5,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
0f8b010d-42d1-4586-991c-26cf37402190,top o melhor,5,2022-07-10,2022-07-10,20600000011511_10.208.2,10.208.2,pt,Portuguese
0fe88577-abf2-43a0-9913-14b814ddae50,Melhorou muito como cupon de desconto que tá aumentando alguns bugs frete mais rápido agora alguns erros graves que falta pra ficar 100% são as parcelas na compra em até 12x sem juros opcional q foi reduzido tbm meio de rastreamento melhorado pq chega e os entregadores chegam entrega pra qualquer um e você não sabe quem recebeu e não dá pra descobrir qem e ninguém fala nada outro jeito é procurar melhorar os preços pois os mesmo vendedor passa mais barato na concorrência assim vcs perde valeu.,4,2022-07-13,2022-07-13,20600000011511_10.217.2,10.217.2,pt,Portuguese
0ff27d2a-5a7e-4fef-9301-1ed6d9371b44,Compras efetuadas com sucesso!,4,2022-07-10,2022-07-10,20600000011511_10.217.2,10.217.2,pt,Portuguese
0ff6364b-5fd0-4d79-ab41-e738fa7d7c9e,Não consigo atualizar minha conta no mercado livre.,3,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
10062abc-92df-4e49-892f-cdfc8a0a6561,"gostei do mercado livre,porque entrega na data que promete isso deixa os clientes satisfeitos. gostei muito dou 5 estrelas 🌟 se pudesse dava mais.",5,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
10196d49-3df2-4347-bcce-a1454f0d87bc,até o momento está perfeito,5,2022-07-13,2022-07-13,20600000011511_10.217.2,10.217.2,pt,Portuguese
10253c37-3ca6-47c1-92e4-863e61836c54,Muito bom 👏👏,5,2022-07-13,2022-07-13,20600000011511_Unknown,Unknown,pt,Portuguese
102efd34-9905-4a6b-9124-851babd9ea0f,muito bom,5,2022-07-12,2022-07-12,20600000011511_Unknown,Unknown,pt,Portuguese
1067558e-6c06-495e-9b9f-69c4a128ebf2,O melhor App de compras do mercado.,5,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
108afe88-eaec-443c-b0dc-bf1b31ca75b2,"Na minha opinião era sempre 5 estrelas mas tá deixando a desejar , pois suspenderam minha conta sem nenhum motivo Aí fica aquele negocio de a cada 2 3 meses inventam alguma coisa seja ela atualização mercado pago ou essa suspensão em forma de ""analise"" Fora que quando precisei reclamar o que a cliente detonou levei dias para provar que a certa era eu , pois se eu não tivesse acesso a um PC além dela ter detonado minha mercadoria ainda eu sairia no prejuízo de ter que ressarcir",1,2022-07-14,2022-07-14,20600000011511_10.217.2,10.217.2,pt,Portuguese
10a9dae0-08e3-4b8f-81b9-5797917d44d4,"Este eu confio,parabéns pelo bom atendimento.",5,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
10b83a47-c535-4f6b-8188-bfcfa4d78187,"Precisando fazer uma compra de emergência e, aplicativo após digitação de senha direcionando para a página principal....",1,2022-07-12,2022-07-12,20600000011511_Unknown,Unknown,pt,Portuguese
10ec28d1-2f68-47ca-a2ff-31a01270fc4f,Não tem como falar com suporte,1,2022-07-13,2022-07-13,20600000011511_10.217.2,10.217.2,pt,Portuguese
113ff2df-525d-4a3a-9ef9-f9be1b94e991,"até agora, satisfeito",5,2022-07-12,2022-07-12,20600000011511_10.217.2,10.217.2,pt,Portuguese
1150c916-e325-493f-8dc1-cab0b8b59fd6,Muito bom,4,2022-07-14,2022-07-14,20600000011511_Unknown,Unknown,pt,Portuguese
1170c687-2504-488a-b643-a9b1eb766c60,excelente,5,2022-07-12,2022-07-12,20600000011511_10.217.2,10.217.2,pt,Portuguese
11764b35-b35f-44a4-b0d2-3a23aa391153,"Estou decepcionada, não tem mais responsabilidade com os prazos de entrega, as formas de parcelamento agora quase sempre com juros, eu achava o melhor lugar pra comprar agora não acho mais, triste isso.",1,2022-07-16,2022-07-16,20600000011511_10.208.2,10.208.2,pt,Portuguese
11862605-9b33-4b8d-a528-1566e8f8df4c,Eu indico. Que o serviço continue mantendo esse perfil de um dos melhores sites de compra.,4,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
11b9b01e-4e2a-4b3f-81df-7071bb109c97,Muito bom o app,5,2022-07-15,2022-07-15,20600000011511_Unknown,Unknown,pt,Portuguese
11cc87c1-309e-4ae8-9677-2fe74aead290,"Muita variedade de produtos,a entrega full e excelente,só acho alguns fretes altos,alguns são quase o mesmo preço do produto,se tivesse opção de colocar fotos ou vídeos dos produtos recebidos seria bem melhor,assim poderíamos avaliar melhor e fazer compras mais seguras",3,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
11f6f077-221c-4a38-94b8-532f2ca7bc94,O app é bom porém fica dizendo que não tem internet sendo que os outros todos carregam menos o mercado livre. Obs: isso só acontece de manhã,1,2022-07-11,2022-07-11,20600000011511_10.217.2,10.217.2,pt,Portuguese
12466b96-2c25-425c-a0da-0850c7d4ec93,Muito bom,5,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
125f42ca-b377-44ce-b49e-bab0c836c796,gostei muito,5,2022-07-16,2022-07-16,20600000011511_10.217.2,10.217.2,pt,Portuguese
12a071d7-7162-4e13-8746-394008433181,"Devolvi 3 produtos no mesmo pacote, informando o código, tudo direitinho, mas só recebi reembolso do valor de 1 produto, não consigo resolver isso pelo app. Não consta no app que devolvi os outros produtos, mas estavam no mesmo pacote. Mandei mensagem pro vendedor, o mesmo dia ser com o MercadoLivre e não encontro solução. Tomei prejuízo. Sempre compro tudo por aqui, agora estou com receio pq se precisar devolver ou trocar, não confio mais.",3,2022-07-15,2022-07-15,20600000011511_10.217.2,10.217.2,pt,Portuguese
12a0c6f2-5d17-45a0-8b7e-4cd5b5f4aef0,aplicativo muito funcional.,5,2022-07-13,2022-07-13,20600000011511_10.217.2,10.217.2,pt,Portuguese
